,Unnamed: 0,Product Title,Price,Rating,Rate,Seller Rating,Specifications,Link,Review1,Review2,Review3
137,137,Redmi Note 9S / Note 9 Pro - 100% Original Full coverage Tempered Glass screen Protector- Full Glue- with Cleaning Wipes,Rs. 169,7 Ratings,4.9,91%,Easy to Install without Bubbles,https://www.daraz.pk/products/redmi-note-9s-note-9-pro-100-original-full-coverage-tempered-glass-screen-protector-full-glue-with-cleaning-wipes-i425538897-s2015794024.html?search=1,zabardast jistarah pack Kar k Bheja hai Dil Khush hogaya protector b bilkul perfect size ka hai ALHUM DU LILLAH thanks seller,"Safe packaging. The product is good but the glass itself is not very good, it reflects sunlight I have been using it for two weeks now and it has scratched from three sides",
138,138,Redmi Note 8 Pro - Oleophobic coated Gorilla Glass - Most Premium quality Full Coverage Tempered Glass - Anti Fingerprint - With Cleaning Wipes,Rs. 259,20 Ratings,4.8,91%,"Real Product Photographs, You Will get what you See",https://www.daraz.pk/products/redmi-note-8-pro-oleophobic-coated-gorilla-glass-most-premium-quality-full-coverage-tempered-glass-anti-fingerprint-with-cleaning-wipes-i141030088-s1301076071.html?search=1,This is my fourth time in buying from this vendor and no doubt they are very having very high quality products and im impressed by their customer service.Stay Blessed BZ accessories,Excellent quality + perfect fit + nicely packed. Highly recommended. Satisfied with this seller.,very nice protector
139,139,Xiaomi Redmi NOTE 9 PRO / NOTE 9S / NOTE 9 PRO MAX Back Cover With Camera Protection,Rs. 249,15 Ratings,4.6,89%,Frosted surface repels fingerprints and provides good grip,https://www.daraz.pk/products/9-9s-9-i360630369-s1806764350.html?search=1,I ordered from store twice. Each time the experience was good. The product is just same as advertised by seller. Delivery was on time. Highly recommended store👍,xiaomi redmi note 9 pro max black cover is very good same cover that I saw on the draze saler is very gud i am happy thanks,Decent product.. Thanks
140,140,Xiaomi Redmi Note 8 Black Soft Silicon Back Cover,Rs. 239,16 Ratings,4.9,91%,- Made of flexible silicone material,https://www.daraz.pk/products/8-i363070192-s1813781733.html?search=1,Matt finish. very good look and feel.,Got exactly what I ordered. Satisfied,good quality same as shown in picture highly recommend
141,141,Biruiqu For Redmi Note 12 4G Hybrid Soft TPU Deer Pattern Leather Shockproof Case Cover,Rs. 699,10 Ratings,4.3,89%,Suitable for Redmi Note 12 4G,https://www.daraz.pk/products/12-4g-tpu-i423762793-s2007255622.html?search=1,Same as shown in pic. perfect fit. A must buy. Seller and product recommended.,Great quality and perfect fit,good👍 product
142,142,Relaxtoo For Xiaomi Redmi Note 10 Pro Note10pro 2pcs Screen Protector Glass For Redmi Redmy Note10 Pro Note 10pro Tempered Glass Cover,Rs. 556,4 Ratings,5.0,85%,100% brand new and high quality guaranteed,https://www.daraz.pk/products/relaxtoo-for-xiaomi-redmi-note-10-pro-note10pro-2pcs-screen-protector-glass-for-redmi-redmy-note10-pro-note-10pro-tempered-glass-cover-i335976248-s1739723329.html?search=1,3rd purchase from this Excellent seller. My all future purchases are here. You earned a loyal customer. Well packed prim proper set of a gel filler for hiding the white edges. for 2 screens 2 packs and 2 cleaning sets. Excellent Glass quality and no useless black edge. The black edge covers screen display but this does not.,amazing product. fits perfectly and can be used with a case. but does not seem to have oleophobic coating. no regrets. would buy again,2 screen protectors. Excellent.
143,143,Xiaomi Redmi Note 12 Ipaky Shockproof Hybrid Armor Back Case Full Edge Cover For Xiaomi Redmi Note 12 5G,Rs. 359,36 Ratings,4.6,88%,"lightweight and pleasant case,it is a mobile phone dealsto all ports and buttons without removing the case Keep your device safe and protected in style with this TPU case",https://www.daraz.pk/products/12-ipaky-12-5-i423446865-s2011421708.html?search=1,"same as on Daraz. perfect fitting.in Rs 380 it is a good deal, I'm satisfied",Very good quality I recommend for all redmi note 12 4G users?,Jb apkay paas cover 5G model ka ni hy to likha q hy? Hadd hy.
144,144,"Xiaomi Redmi Note 10 4G / Note 10s , Full Back Protection Sheet with Four Sides Vinyl Skin/Wrap in variety of Textures and Colors for RedmiNote10 / Note10s",Rs. 115,410 Ratings,4.7,92%,Full Back Protection Sheet with Four Sides Vinyl Skin/Wrap in variety of Textures and Colors,https://www.daraz.pk/products/xiaomi-redmi-note-10-4g-note-10s-full-back-protection-sheet-with-four-sides-vinyl-skinwrap-in-variety-of-textures-and-colors-for-redminote10-note10s-i213110114-s1665645076.html?search=1,"this is my 3rd order Very good Product Same as shown in the photo, Finish Touch bhut piyari hai , Looks like real leather, I loved it Very Recommend to all ♥️♥️♥️ INSTRUCTIONS ALL AVAILABLE IN PARCEL",Bohot he zbrdst yrrr👌mazaa aa gaya phone bht ache lag raha hai .💯% recommend seller. or apply b ma n khud kiya or bht easily aply ho gaya. Allah apko or tarakiyaan dain asy he kaam krty rahy.Ameen❤️,Nicely packed and briefly detailed for installation. Not installed yet.Bought 2 products from the same store.
145,145,Relaxtoo For Xiaomi Redmi Note 12 Pro 4G 3in1 Screen Protector Hydrogel Soft Film Camera Film For Note12 Pro Note 12Pro Note12Pro Full Coverage Front Back Protective Film Not Glass,Rs. 602,3 Ratings,5.0,85%,New Hydrogel soft film provides high protection for your screen.,https://www.daraz.pk/products/relaxtoo-for-xiaomi-redmi-note-12-pro-4g-3in1-screen-protector-hydrogel-soft-film-camera-film-for-note12-pro-note-12pro-note12pro-full-coverage-front-back-protective-film-not-glass-i432977822-s2071483748.html?search=1,Good service and product is fine.. package was very well packed and protected,good product,
146,146,Redmi Note 9s / Note 9 Pro Soft Matt Color Button Camera Protection TPU Design Case Matte Scrub Shockproof Back Cover,Rs. 245,119 Ratings,4.6,91%,Type:Fitted Case,https://www.daraz.pk/products/redmi-note-9s-note-9-pro-soft-matt-color-button-camera-protection-tpu-design-case-matte-scrub-shockproof-back-cover-i170824154-s1341058149.html?search=1,Fit is perfect. Quality is awesome. Color is amazing. Arrived really fast. Thanks Daraz and Seller.,absolutely in love with the matte feeling on my palm.its a perfect fit on my note 9s and the delivery was quicker than i expected..5 stars all the way,"Very satisfying experience, cover is same as displayed by Seller, fits perfectly and is beautiful, the best thing is camera protection."
147,147,Redmi Note 11 ( Note 11 ) Soft Matt Back Cover Ultra Soft Shockproof Protection Case,Rs. 230,69 Ratings,4.6,88%,Advanced brand new back cover.,https://www.daraz.pk/products/11-11-i275774628-s1490265582.html?search=1,"Excellent quality in this price range, but I have only one issue, I Had ordered a blue colour but I they sent a black color. But I'm OK with it.",The product is of good quality and same as described. Same color received which i selected. delivered very quickly.,best 👍 at a low price same as shown
148,148,Quiberk for Xiaomi Redmi Note 10 Pro 4G Phone Case Slide Camera Cover Kickstand Hard Shockproof Armor Back Casing,Rs. 899,68 Ratings,5.0,90%,Material: Hard Plastic+Soft TPU/Rubber,https://www.daraz.pk/products/quiberk-for-xiaomi-redmi-note-10-pro-4g-phone-case-slide-camera-cover-kickstand-hard-shockproof-armor-back-casing-i294670409-s1589149949.html?search=1,"very good quality same thing I order very good coustomer service . good phone stand + cover and camera dust filter thanks to seller , rider and daraz . ❤️very satisfied","I'm very happy to see my new phone cover, it fits very nice, it's a premium quality case cover for Redmi note 10 pro,so thumbs up for the seller, but delivery was late,so no problem I got it at last.",Excellent case! It's minimalistic and very protective. The grip and in hand feel is good and the price is very reasonable considering the quality!
149,149,Lereach For Xiaomi Redmi Note 12 4G Mobile Phone Case Camera Thick Armor TPU+PC Hard Ring Car Ring Bracket Shockproof Back Cover,Rs. 912,109 Ratings,0.0,90%,Lereach Thick Armor keeps your phone from falling and protecting your phone camera,https://www.daraz.pk/products/12-4g-tpu-i413171973-s1970901314.html?search=1,This is a very good cover but it is a spice it takes 15 to 20 working days to deliver yah Pakistan se Nahin milta just China se milta hai to jis bhai ne bhi lena hai to Raj company se hi le but Maine apni picture aur apna review company ko de diya hai thanks,Assalamu alyikum bohat achi product hai dekhte hi dil khush ho gaya saler se achy ki ummed to nahi thi per Alhamdulliah unhon ne aj achy ki ummeed dilwa di.mujhe kisi bhi jaga se iska camera protector wala case nahi mil raha tha socha online china se mangwa kar try karta hun or mera parcel 10 se 17 date ko received hona tha per ye mujhe 4 date ko hi mil gaya thank you so much daraz and saler😄🙏 delivery boy ka bhi bohat acha ikhlaq tha 😊.i recommended,"Same product with great quality, delivered within the given time! It is a strong and light weight armour mobile cover and has dual benefits as a protective and easy to hold. The feature that I love in it is, it can cover the back camera so the camera would be safe and there will be no scratches on it. Moreover, it has a built in ring-hole to hold it in fingers, and there is no fear of slipping mobile from the hands. It also can be used as a mobile stand for watching videos. I am happy with it!"
150,150,Redmi 9c Back Glass Battery Cover Rear Door Housing Case For Redmi 9c Back Battery Glass Cover Replacement,Rs. 965,12 Ratings,5.0,90%,Battery Door Back Panel/Back Glass/Housing Body,https://www.daraz.pk/products/redmi-9c-back-glass-battery-cover-rear-door-housing-case-for-redmi-9c-back-battery-glass-cover-replacement-i422994936-s2002178993.html?search=1,"Received the product in fine condition. The quality of the back is same as described but power button doesn't adjusted, even I replaced it with original back button but it couldn't give fine result. However satisfied with the product.",Awesome cover ...,thanks brother achi back ha or packing bi
151,151,Olige Case For Redmi Note 11 11s Liquid Silicone Matte Shockproof Lens Protector Soft Phone Case Back Cover,Rs. 578,178 Ratings,4.6,92%,💕Brand :Olige,https://www.daraz.pk/products/olige-case-for-redmi-note-11-11s-liquid-silicone-matte-shockproof-lens-protector-soft-phone-case-back-cover-i273989859-s1487328257.html?search=1,great product good packing perfect fit very fast delivery jaisa dhikhya waisa he bhaija hai thanks Daraz and seller,The product was good it comfortably fits in mobile and the packing was also. I was satisfied with seller. most recommended this seller,Fit cover I like it ❤️ Recommended seller
152,152,Biruiqu For Redmi Note 11 11s Hybrid Soft TPU Deer Pattern Leather Shockproof Case Cover,Rs. 699,75 Ratings,4.7,89%,Suitable for Redmi Note 11/11s,https://www.daraz.pk/products/11s-tpu-i282623907-s1520663344.html?search=1,great quality and recieved it before expected delivery date (within 10 days),ALHAMDULILLAH parcel arrived on time Packing was great 👍 overall good experience with seller ☺️ and daraz🔥,alhamdullilah received parcel 5 days before delivery time and mashallah both black and blue covers for phone are of excellent quality and i very mush liked the design. highly recommended. 😊
153,153,Hontinga for Redmi 9C / Redmi 10A Case Cartoon Magazine Style Side Design Back Cover Soft Square Edge Liquid Silicone Phone Cases,Rs. 610,23 Ratings,5.0,93%,"【Square Flat-edge Design】✅ This Square phone case with flat edges , similar to the classic design of the phone frame. The flat edge details provide streamlined physical experience.",https://www.daraz.pk/products/hontinga-for-redmi-9c-redmi-10a-case-cartoon-magazine-style-side-design-back-cover-soft-square-edge-liquid-silicone-phone-cases-i258134342-s1475041301.html?search=1,product bht zadaaaa Acha quality bhii bht Achii Jo cheez mangwaii thii wohii same cheez ayii Aya ha thank u 😊,It's an amazing experience with daraz this time I get real Quality product it's highly recommend 🙂,It's a really great cover! Go for it! Recommended. And I ordered Dark green.
154,154,Xiaomi Redmi Note 11 4G / Xiaomi Redmi Note 11S 4G Black Soft Silicon Back Cover,Rs. 249,70 Ratings,4.6,91%,- Made of flexible silicone material,https://www.daraz.pk/products/11-4g-4g-11s-i362611164-s1813130515.html?search=1,Excellent quality product smooth soft reliable thanks sealer and Daraz,"Alhamdulillah, Highly recommended, Amazing Seller very Nice and corporative and amazing quality of passport holder feel like premium leather... timely delivered ☺️ highly recommended everyone should buy from this store ❤️❤️ Search ( UmerMaven ) For complete review video in my channel",This is a very good casing for Redmi Note 11 because it also has a camera bump that saves the camera from scratches. Overall excellent product
155,155,Redmi Note 10 / Note 10s 3D / 9D Camera Lens back camera screen protector temper glass,Rs. 230,60 Ratings,4.5,83%,Easy application. Installs smooth and bubble-free,https://www.daraz.pk/products/redmi-note-10-note-10s-3d-9d-camera-lens-back-camera-screen-protector-temper-glass-i220546964-s1434272037.html?search=1,"wowwww very nice quality is very good i liked this, thanks draz mujy bohat PAsand aya",Bhai wah yrrrrr Superb. kiya he kamaal Quality hai yrrr or packaging b bht kamaal hai. Mazaa aa gya. after applied camera result ultra clear aa raha. Dil khush kr diya dil jeet liya. best product.,bohat hi naqas quality . bad experience 2 bar mangwa chuka hun phr bi wrong product bhej rahy hein .. mjy wait krai ja rahy hein .. inko koi puchny wala ni h kya ...main to yehi kahun ga koi bi inko order na kary agr paisy zyada krny hein to order kr dein
156,156,Xiaomi Redmi Note 9s / Note 9 Pro Ceramic Matte Protector for PUBG Gamming Unbreakable antishock hybrid film 9D/11D/21D temper Fiber Nano sheet,Rs. 99,36 Ratings,4.3,85%,Model Number: Xiaomi Redmi Note 9s / Note 9 ProFree Screen Cleaning WipesEdge-to-edge Coverage:YesType:Front Protector SheetFeatures:Easy to Install and UnbreakableFeatures:Ultra-thin and Specially for GamingPackage Included: 1 Matte Protector and 1 Cleaning Wipes,https://www.daraz.pk/products/xiaomi-redmi-note-9s-note-9-pro-ceramic-matte-protector-for-pubg-gamming-unbreakable-antishock-hybrid-film-9d11d21d-temper-fiber-nano-sheet-i178234423-s1684678121.html?search=1,"Strongly recommend this seller, Product is good and Real as shown in advertisement. Packing was nice and really good. thanks Daraz , thanks Seller.",it's good in this price range. the good thing is that you can apply it yourself at home.,"well,this was simply awesome, i can not believe the packing used,its i totally un breakable. All items are 💯 safe and quality is 💯"
157,157,Vantime for Xiaomi Redmi Note 11S / Redmi Note 11 4G Case Gradient Phone Back Hard Glass Cover,Rs. 999,54 Ratings,4.9,91%,Material: Hard PC+Soft TPU/Silicone+Glass,https://www.daraz.pk/products/11s-11-i273368221-s1486513852.html?search=1,i give you 5 star ⭐ rating for the product but iam not able to use because not fit to my mobile,overall quality and packing was very good but case was smaller than my phone. Mistakes can occur but it was refunded. thats also a good work.,"well packed, it is really good looking and beautiful ❤️"
158,158,For Redmi Note 12 11 8 10s 10 9 Pro Max Redmi 10C 10A A1 9C NFC 9T 9 9A A2 POCO M3 Couples Soft Luxury Simple Fashion English Chinese Label Coffer Frosted Case,Rs. 578,8 Ratings,0.0,88%,"(1) Each CASE is handmade by us, and we have been working hard to do our best and continue to design more designs that you like.",https://www.daraz.pk/products/for-redmi-note-12-11-8-10s-10-9-pro-max-redmi-10c-10a-a1-9c-nfc-9t-9-9a-a2-poco-m3-couples-soft-luxury-simple-fashion-english-chinese-label-coffer-frosted-case-i432900079-s2069910834.html?search=1,its amazing 😍.. totally in love with it .. also delivered before time so fast services ... the estimated delivery date was 9 nov - 16 nov... but i received on 2 Nov ... so satisfied and so happy i give 10000000 points if possible .. thanks 😘,"great quality, it's exactly like shown in the pictures which I wasn't expecting. Delivery was a little late but the quality makes up for it :))",amazing amazing product! loved the quality and delivery was also quick. thanks JazakAllah 🌸
159,159,Redmi Note 11 (6.43 inch) - Polish 2.5D Tempered Glass Screen Protector- Good Quality- With cleaning wipes,Rs. 155,12 Ratings,4.1,91%,"Ultra-clear High Definition with 99.9% transparency to allow an optimal, natural viewing experienceUltra thin-0.3mm thickness is reliable and resilient, and promises full compatibility with touchscreen sensitivityHighly durable, and scratch resistant - surface hardness 9H and topped with oleophobic coating to reduce fingerprints.Includes: Wet/Dry Wipes, Squeeze Card, Easy Installation Use Guide, Dust Removal Stickers",https://www.daraz.pk/products/redmi-note-11-643-inch-polish-25d-tempered-glass-screen-protector-good-quality-with-cleaning-wipes-i419291768-s1983583624.html?search=1,very Good packing reached safely product match description,"excellent product, satisfied 😃 sorry don't have images 😔","Safely delivere,"
160,0,"Xiaomi Redmi 10 C RAM 4 GB ROM 128 GB Camera Front 5 MP Back 50 MP +2 MP Fingerprint Gaming,Camera,Battery Life 5000 mAh","Rs. 49,990",18 Ratings,5.0,95%,"BuildOSAndroid 11 OS UIMIU1 13 Dimensions169.6 x 76.6 x 8.3 mm Weight190 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsB lack, Blue, Green Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900",https://www.daraz.pk/products/10-c-4-gb-128-gb-5-mp-50-mp-2-mp-10-mah-i333166386-s1727782297.html?search=1,me late review dy rha hn mobile seal packed tha but meny online warranty check ki tu month use hy warranty why ?,"Very good response from seller. Timely delivered. with one year warranty. Good quality, box packed phone",Same to same product add image good mobile in this price range thank you seller fast delivered and good product delivered to me
161,1,"Xiaomi Redmi 10 C RAM 4 GB ROM 128 GB Camera Front 5 MP Back 50 MP +2 MP Fingerprint Gaming,Camera,Battery Life 5000 mAh","Rs. 49,999",7 Ratings,4.9,93%,"Xiaomi Redmi 10C 128GB detailed specificationsBuildOSAndroid 11 OS UIMIU1 13 Dimensions169.6 x 76.6 x 8.3 mm Weight190 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsB lack, Blue, Green Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900",https://www.daraz.pk/products/10-c-4-gb-128-gb-5-mp-50-mp-2-mp-10-mah-i333183993-s1727821824.html?search=1,Delivered before time. Although demanded color was not delivered but satisfied,thanks dear Jesi chez Dekhi wesi e bheji seller b acha tha bohth acha response dia jnab boht shukria,received timely nice packing
162,2,"Xiaomi Redmi 10 C RAM 4 GB ROM 64 GB Camera Front 5 MP Back 50 MP +2 MP Fingerprint Gaming,Camera,Battery Life 5000 mAh","Rs. 44,880",14 Ratings,5.0,95%,"BuildOSAndroid 11 OS UIMIU1 13 Dimensions169.6 x 76.6 x 8.3 mm Weight190 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsB lack, Blue, Green Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900",https://www.daraz.pk/products/10-c-4-gb-64-gb-5-mp-50-mp-2-mp-5000-mah-i333750691-s1729140647.html?search=1,محفوظ پیکنگ میں پارسل وقت پر ڈیلیور ہوا الحمدللہ صد فیصد اورجنل پروڈکٹ ہے، جو چیز منگوائی تھی وہی موصول ہوئی، شکریہ سیلر شکریہ دراز,Package delivered successfully and I am very happy it's my 2nd experience with daraz to purchase mobile online and both time I got the exact product that they saw in the ad.... Happy shopping with daraz 🛍️😎,happy to purchase from this seller thanks a lot Allah pak sada khush rkhy aameen.
163,3,"Xiaomi Redmi 10 C RAM 4 GB ROM 64 GB Camera Front 5 MP Back 50 MP +2 MP Fingerprint Gaming,Camera,Battery Life 5000 mAh","Rs. 44,880",No Ratings,0.0,93%,"Xiaomi Redmi 10C detailed specificationsBuildOSAndroid 11 OS UIMIU1 13 Dimensions169.6 x 76.6 x 8.3 mm Weight190 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsB lack, Blue, Green Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900",https://www.daraz.pk/products/10-c-4-gb-64-gb-5-mp-50-mp-2-mp-5000-mah-i333752664-s1729154199.html?search=1,,,
164,4,Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,"Rs. 49,999",401 Ratings,4.7,92%,Redmi Note 12 8GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,https://www.daraz.pk/products/redmi-note-12-8-gb-ram-128gb-rom-pta-approved-mobile-phone-with-1-year-brand-warranty-i429185340-s2040915791.html?search=1,this is the initial review. the phone is the same as shown.good thing is that it is managed directly by Daraz. packaging was amazing. order came 1 day late only.,Daraz is very helpful😎😎I was not have enough money to buy this range mobile so i buy on installment from daraz😍😍😍 Mobile ki look boht achi hy or is range mai best hy😁Thanks daraz and seller🤓,"Camera satisfactory nh ha, Baki mobile ok ha"
165,5,"Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging","Rs. 29,999",67 Ratings,4.8,95%,"ProcessorCPUOcta-core (2 x 2.0 GHz Cortex-A75 + 6 x 1.8 GHz Cortex-A55) ChipsetMediatek MT6769Z Helio G85 (12nm) GPUMali-G52 MC2 DisplayTechnologyIPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.71 Inches Resolution720 x 1650 Pixels (~268 PPI) ProtectionCorning Gorilla Glass Extra Features500 nits (typ) MemoryBuilt-in128GB Built-in, 4GB RAM CardmicroSDXC (dedicated slot) CameraMainDual camera: 50 MP, (wide), PDAF + 0.08 MP (depth), LED Flash FeaturesPhase detection, geo-tagging, touch focus, face detection, HDR, panorama, Video (1080p@30fps) Front5 MP, Video (1080p@30fps)",https://www.daraz.pk/products/12c-4gb-128gb-50-mp-al-5000-mah-i430225803-s2080865730.html?search=1,received Original Product of Redme... Seller Response Very Good and Early. Satisfied 👍,Mobile to Pinpack hai jaldi bi Ponch aya laikn delivery walo ne us adress pe nahi ponchaya jo adress dia tha balke call kr ke inform kia gaya or kaha gaya k a ke khud le jaye jiske ko laine k kiye mujhe 12 km dor ja ke kaina para bht afsos howa is bat pe.,"Great mobile, fast charging bhi nahi hai and No Glass No Cover. Best for my Rayyan Ali Khan."
166,6,Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,"Rs. 28,999",36 Ratings,4.9,94%,"BuildOSAndroid 12 OS UIMIU1 13 Dimensions168.8 x 76.4 x 8.8 mm Weight192 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsBlack, Blue, Mint, Violet Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900",https://www.daraz.pk/products/12c-4gb-1-000-gb-10w-i426364045-s2024317570.html?search=1,"well packed, buht hi acha original mobile,, very fast delivery within just 2 days. good seller, I'm very happy and satisfied, thanks",mobile is 100% genuine....😍 sealed pack.... seller is so much co operative... 🥰 price is very low than other sellers or market....👍 recommended to all....👍👍 thanks 💚,"Great seller, Awesome, thank you so much.recommended seller"
167,7,"Redmi Note 12 8GB Ram 128GB Rom, Display Size 6.67 Inches, Battery Capacity 5000 mAh , Fast charging 33W","Rs. 49,999",15 Ratings,4.7,95%,"BuildOSAndroid 13 OS UIMIUI 14 Dimensions165.7 x 76 x 7.9 mm Weight183 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsOnyx Gray, Mint Green, Ice Blue Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900",https://www.daraz.pk/products/12-8gb-128gb-667-5000-mah-33w-i432482913-s2064737683.html?search=1,very nice and Good packing...Jo dekha aur kaha tha wo hi received howa 3rd time received product and excellent Daraz..Thanks,It was just awesome thanks daraz thank you so much Seller Same colour and outstanding service quick delivery...,"Grey order kya thw or blue receive hua, Bx yehi waja h jw daraz pr trust ni hota"
168,8,"Redmi A2 Plus , 3GB RAM 64GB ROM , 8MP Main Camera , Fingerprint , 5000mAh Fast Charging","Rs. 19,999",38 Ratings,4.5,95%,"BuildOSAndroid 12 Go edition UIMIUI Dimensions164.9 x 76.8 x 9.1 mm Weight192 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsLight Green, Light Blue, Black Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900",https://www.daraz.pk/products/a2-3gb-64gb-8mp-5000mah-i431415621-s2075020731.html?search=1,Best mobile in this price I recommend others to buy this specially from this seller Seller is very good responsive #ReviewWorldCup,ماشا ﷲ اوریجنل پیکنگ اور فاسٹ ڈلیوری قابل اعتماد سیلر شکریہ,"Boht acha tajurba,raha, very kind perdon seller,,her bat ka boht achy sy reply kia,,mjhy ordrr jaldi chahye tha within 2 days mien order milgya,,box pack packing,,delivery bhi fast hui, ,Allah is seller k karobar mien taraqi dy"
169,9,"Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging","Rs. 28,999",68 Ratings,4.5,87%,"ProcessorCPUOcta-core (2 x 2.0 GHz Cortex-A75 + 6 x 1.8 GHz Cortex-A55) ChipsetMediatek MT6769Z Helio G85 (12nm) GPUMali-G52 MC2 DisplayTechnologyIPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.71 Inches Resolution720 x 1650 Pixels (~268 PPI) ProtectionCorning Gorilla Glass Extra Features500 nits (typ) MemoryBuilt-in128GB Built-in, 4GB RAM CardmicroSDXC (dedicated slot) CameraMainDual camera: 50 MP, (wide), PDAF + 0.08 MP (depth), LED Flash FeaturesPhase detection, geo-tagging, touch focus, face detection, HDR, panorama, Video (1080p@30fps) Front5 MP, Video (1080p@30fps)",https://www.daraz.pk/products/12c-4gb-128-50-mp-al-5000-mah-i425099135-s2013184806.html?search=1,ma samajhta hon mobile bohat achha ha fast ha camera achha ha lakin isma apko home screen pr hi ads milna shuru ho jainga jo hr kuch seconds bad start ho jainga ye bohat annoying experience ha,Very satisfied....good experience.recieved in just two day's.,Great new packed Phone Same like as pictures Awesome battery timing Camera result Everything is great Thank you
170,10,Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,"Rs. 50,699",24 Ratings,4.8,90%,"Xiaomi Redmi Note 12 detailed specificationsBuildOSAndroid 13 OS UIMIUI 14 Dimensions165.7 x 76 x 7.9 mm Weight183 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsOnyx Gray, Mint Green, Ice Blue Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900",https://www.daraz.pk/products/12-8gb-1-000-gb-128-20-33-i421271122-s1988956005.html?search=1,Deliver on time good product 👍,"Product quality is good as per the expectations, its value for money. But price is comparatively bit high as per the market.",original product delivered .... reliable seller ....... timely delivered ....!
171,11,"Redmi Note 12 - 6.67"" Inch Display - 8GB RAM - 128GB / 256GB ROM","Rs. 50,950",12 Ratings,3.6,85%,1 Year Brand Warranty,https://www.daraz.pk/products/redmi-note-12-667-inch-display-8gb-ram-128gb-rom-i422415065-s1998747923.html?search=1,"Just received didn’t open yet, Took 16 days to deliver. Daraz had no idea and could not help at all. Somebody should pay for this delay.",The product received well packed and within timeline. Comes with e-warranty so nothing to worry about. Nice n cooperative seller.,#11.11 Very good phone set.. recommended
172,12,"Xiaomi Redmi 12 || 8GB + 128GB || 6.79"" IPS Display || 5000 mah Battery","Rs. 42,999",1 Ratings,5.0,94%,"BuildOSAndroid 13 OS UIMIUI 14 Dimensions168.6 x 76.3 x 8.2 mm Weight198 g SIMHybrid Dual SIM, Dual Standby, (Nano-SIM) ColorsMidnight Black, Sky Blue, Polar Silver Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900",https://www.daraz.pk/products/12-8-gb-18-gb-ips-100-mah-i432707379-s2068103885.html?search=1,"Amazing phone in that price, highly recommend",,
173,13,Xiaomi Redmi Note 12 - 8GB RAM 128GB/256GB ROM - 5000mAh Battery,"Rs. 51,999",8 Ratings,4.5,89%,PTA Approved,https://www.daraz.pk/products/12-8gb-128gb-5000mah-i421094416-s1988401363.html?search=1,Received original product. Delivery time was also good. overall good experience,Perfect and genuine!,Thank u draz 🥺
174,14,"Redmi A1 Plus - 6.52"" Inch Display - 2GB RAM - 32GB ROM","Rs. 18,899",55 Ratings,4.7,85%,1 Year Brand Warranty,https://www.daraz.pk/products/a1-4-2gb-32gb-i375939955-s1861306345.html?search=1,Nice same as description no fault but invoice bill or warranty card is not included how I claim my mobile and resealed box,Alhamdulillah overall mobile is good as shown pin pack and given what they showed...just a little confusion about the warranty of the phone as I know that now E-warranty is there but how I check the warranty of my phone as there is only a book on which warranty card is written should I check it on Xiaomi official E warranty website?? And one thing more for seller there is no PTA approval sticker mention on box nor there is any thing regarding PTA approval in the box but I checked for my confirmation it is approved but you have to mention this on the box also.... now E-warranty is expired or may this phone is a without warranty phone so why you wrote that 1 year brand warranty????,Received brand new phone. same as shown in pictures
175,15,"Redmi Note 12s - 6.43"" Inch Display - 8GB RAM - 256GB ROM","Rs. 73,450",1 Ratings,1.0,85%,1 Year Brand Warranty,https://www.daraz.pk/products/redmi-note-12s-643-inch-display-8gb-ram-256gb-rom-i432774690-s2068485243.html?search=1,repacked and used phone sold by this seller۔ no response on complaints۔ don't know that phone may be refurbished۔,,
